FID,osm_id,amenity,name,short_name,official_name,alt_name,old_name,operator,operator-type,emergency,capacity,wheelchair,ref-FR-FINESS,type-FR-FINESS,ref-FR-NAF,ref-FR-SIRET,contact-website,url,phone,contact-phone,fax,contact-fax,email,contact-email,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,wikidata,wikipedia,description,opening_hours,source,note,osm_type,osm_version,osm_timestamp,healthcare-speciality,the_geom,osm_original_geom
hospitals_point.813560486,813560486,hospital,Centre Hospitalier du Pays d'Avesnes,,,,,,,,,,590000527,355,,,,,,,,,,,,,,,,,,,,,,way,3,2023-11-03T03:53:33Z,,POINT (436643.34735421557 6466187.988196188),"SRID=3857;POLYGON((436457.8193549181 6466294.916596345,436582.3302053704 6466003.204888251,436700.86319916707 6465985.290053938,436726.8451683182 6466026.1887051035,436755.50993719744 6466085.610151517,436769.2356304122 6466137.567376368,436775.514049693 6466234.00070758,436787.74806173117 6466300.888425941,436799.9932057184 6466337.153494892,436662.0460927274 6466359.704232681,436659.66385562444 6466341.198387929,436604.1265616677 6466336.1118918555,436457.8193549181 6466294.916596345))"
hospitals_point.258841450,258841450,hospital,Centre Hospitalier George Sand,,,Hôpital psychiatrique de Beauregard,,Centre hospitalier George Sand,public,,,,180000176,292,,,,,+33 2 48 66 52 52,,+33 2 48 67 21 22,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2014,,way,6,2025-04-29T11:46:26Z,,POINT (264487.777495995 5954850.485704262),"SRID=3857;POLYGON((264082.3151890584 5954491.359852908,264168.1091206128 5954489.659888122,264304.0190869223 5954488.532027054,264384.8370372382 5954487.158978995,264419.12344040256 5954493.141547121,264531.54499415465 5954513.394041852,264547.0740631203 5954523.463096306,264556.9814978009 5954531.194699593,264562.43615284975 5954537.226335672,264617.73967587587 5954604.816906404,264645.3246456944 5954637.688834243,264690.7429979381 5954690.012830077,264687.7262397376 5954694.557071979,264643.44334630005 5954744.3477338785,264601.05288420594 5954712.995603016,264586.7149337918 5954733.886113537,264581.33820238645 5954752.406459361,264575.37147767993 5954806.153281695,264581.9393276368 5954837.195165026,264618.3630650243 5954893.933932793,264626.7231587829 5954893.329109638,264636.563801769 5954907.828530363,264650.02232820593 5954900.505257353,264799.90289061 5955010.371345828,264809.164672244 5955001.119067115,264820.2075657307 5954992.161039841,264839.9111156011 5954985.900234281,264858.42354692 5954982.303951137,264883.50382819574 5954983.513609847,264896.35009743326 5954988.875342368,264912.16859707504 5954999.925752731,264937.2488783507 5955023.219932929,264960.5480477738 5955001.413309042,264964.06574368285 5954999.157454516,265049.2585499869 5955099.102178623,265050.0711822697 5955098.497341217,265052.1417247985 5955101.129201576,265055.94885138364 5955105.49384131,265059.4220194963 5955109.842136255,265062.53896523855 5955122.118725054,265061.1919993999 5955122.363930066,265055.4701775732 5955123.688037251,265025.8480610731 5955130.194147091,264984.4260785489 5955142.2092119595,264961.0378535333 5955149.826935143,264906.62488643354 5955165.029707333,264886.57624614163 5955171.977219587,264853.8483158484 5955182.913432461,264782.1808276757 5955203.608904262,264762.26577077276 5955208.660176174,264741.32657455455 5955212.142122595,264727.03315193666 5955214.299949244,264711.4818190729 5955217.487648682,264663.2693476103 5955229.355709154,264633.65836305934 5955166.075920586,264588.8856638623 5955186.231897376,264537.90133707895 5955073.437493315,264493.4625963543 5955119.830145271,264482.197063886 5955132.3683004575,264472.656983525 5955123.540914222,264389.3566085644 5955112.196101341,264366.95912701683 5955096.077992026,264201.5494956471 5954932.152302767,264213.7278479398 5954891.269441911,264211.3122149896 5954879.548961017,264189.38227530336 5954855.012831027,264098.23387624184 5954773.297064406,264191.3971580867 5954690.89552436,264085.09817632823 5954580.412318188,264082.3151890584 5954491.359852908))"
hospitals_point.1212218502,1212218502,hospital,Clinique Parassy,,,,,Clinea,private,no,,,,,,,,,+33 4 50 58 88 90,,+33 4 50 58 88 83,,admissions.parassy@orpea.net,,,708,Avenue des Grandes Platières,,,,,,,,,way,4,2025-03-05T09:25:00Z,psychiatry,POINT (746653.0310002887 5766420.987026021),"SRID=3857;POLYGON((746591.0041343195 5766375.649755714,746611.998990283 5766359.297920473,746654.5564316134 5766414.321485882,746666.6345963643 5766405.2335341545,746667.836846865 5766406.91352453,746670.4862507458 5766404.817536587,746685.1581596324 5766423.729445708,746680.8055675424 5766427.601432071,746713.2218032614 5766469.761392843,746695.1769138038 5766483.809424234,746658.6863847218 5766436.289407612,746648.3893318233 5766444.4973923145,746604.6407719416 5766388.289648992,746602.314194584 5766390.529631955,746591.0041343195 5766375.649755714))"
hospitals_point.589353576,589353576,hospital,Médipôle Lyon-Villeurbanne,,,,,,,yes,,yes,690041124,,,49346678300054,,,,,,,,,,,,,,Q60852259,fr:Médipôle Lyon-Villeurbanne,,,,,way,10,2025-09-26T14:56:44Z,general,POINT (546339.9755074924 5741923.365788422),"SRID=3857;POLYGON((546113.6737541334 5742040.915113399,546147.7041224688 5741976.213271611,546201.5827560129 5741888.966255154,546233.1640955509 5741844.4495443655,546258.0662656414 5741809.330962921,546291.7960713516 5741755.959281353,546332.2829701533 5741690.589379653,546340.2979734904 5741677.378239859,546342.9696412694 5741677.761171171,546364.6435461268 5741681.207553724,546412.0656492048 5741701.710366394,546422.6743966774 5741706.337466836,546426.4926552116 5741708.076618999,546451.3948253021 5741719.421005229,546460.9794334593 5741814.436790782,546467.948033583 5741885.599571397,546479.5141286764 5741985.547540354,546493.1062385023 5742081.0927206185,546494.2973570537 5742093.474736201,546482.4529632335 5742119.499363747,546476.8313289483 5742131.849520176,546459.3653008428 5742138.710725595,546444.4373571276 5742136.030067965,546434.4297349051 5742132.886678794,546432.9269217794 5742138.184167784,546397.9948655685 5742122.770398344,546406.3660912763 5742102.888909058,546400.4327624169 5742100.000831243,546405.2417644192 5742090.299449636,546407.2677791516 5742086.150835728,546410.5850999772 5742079.3375393925,546414.6259974929 5742071.120104612,546407.04514017 5742067.498053241,546399.052400731 5742063.732397873,546338.8062923137 5742035.02730613,546333.65219989 5742044.58502234,546324.5573974922 5742060.636902707,546373.215146918 5742086.071054712,546375.8311549516 5742087.443288317,546375.4749325811 5742088.097492783,546362.3503646165 5742112.638173136,546309.3288911517 5742086.469959807,546298.3082615632 5742080.534253828,546286.6976386734 5742074.279428153,546200.7589917809 5742054.286354132,546152.5687842165 5742049.882458784,546122.4902578043 5742046.834836832,546116.6459845376 5742043.117058583,546113.6737541334 5742040.915113399))"
hospitals_point.237256110,237256110,hospital,Clinique La Vernède,,,,,Inicea,,,,,110780202,109,,66185014900013,,,,,,,,,,,,,,,,,"Mo-Su 09:00-12:00, 14:00-18:00",,,way,10,2025-11-18T11:11:09Z,physiatry,POINT (267618.80724305636 5352216.512168983),"SRID=3857;POLYGON((267493.5006093348 5352200.8147601355,267505.03330858104 5352087.509707849,267613.9037705768 5352135.463930874,267656.594795296 5352154.266578586,267677.9792694774 5352163.637343216,267689.9572466868 5352168.880695241,267693.64192183205 5352193.2019381635,267796.0001936165 5352250.359402265,267742.18835176696 5352291.955092288,267732.78185479494 5352299.2775428165,267710.4177690946 5352317.484328915,267531.694326626 5352277.554799288,267493.5006093348 5352200.8147601355))"
hospitals_point.53862350,53862350,hospital,Centre Hospitalier Marescot,,,,,,,,,,610000101,,,,,,,,,,,,,,,,,Q92063170,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,way,11,2022-08-18T20:49:00Z,,POINT (22534.49954788315 6261909.652364296),"SRID=3857;POLYGON((22345.283838373674 6261957.599644838,22373.648044627804 6261881.055878859,22383.232652785104 6261875.160106218,22386.80600843957 6261867.807338051,22381.952478640982 6261857.947184316,22444.52516441588 6261701.626316505,22455.389946717303 6261686.531433842,22564.6500269309 6261734.780940079,22567.45527809889 6261736.017676122,22656.566530478907 6261775.0003665695,22703.142605426816 6261795.364277149,22739.043141207643 6261811.069256636,22710.734594698915 6261854.796003584,22699.06831206378 6261872.82212855,22687.11259875258 6261891.288781358,22685.743369015825 6261893.270984099,22682.426048190184 6261901.7080573775,22651.857716018352 6261965.596288937,22653.38279304222 6261970.560311219,22647.549651724654 6261995.939555952,22642.039336930382 6262054.830539952,22646.280609529607 6262058.5070045,22636.885244506655 6262082.395591881,22623.359926375273 6262098.931277683,22600.339055679226 6262117.364539292,22552.85016090681 6262145.505836905,22522.738238647235 6262161.211466336,22504.19241148107 6262164.549128129,22484.388674068952 6262162.905710734,22486.20318176888 6262148.352162408,22490.5001141135 6262126.835320754,22493.895358582697 6262127.563842844,22506.652572227606 6262069.028139993,22451.282257507035 6262035.465594053,22427.404226731873 6262010.984164207,22345.283838373674 6261957.599644838))"
hospitals_point.557692597,557692597,hospital,,,,,,,,,,,130047145,101,,26130008100153,,,+33491383000,,+33491382012,,,,,50,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,way,4,2022-02-18T18:54:46Z,,POINT (596606.7260809378 5369662.2241355665),"SRID=3857;POLYGON((596569.6559702497 5369702.127838767,596594.7362515253 5369609.269801215,596643.8504108633 5369622.854615294,596618.7701295877 5369714.824482445,596569.6559702497 5369702.127838767))"
hospitals_point.685911982,685911982,hospital,Clinique La Provençale,,,,,Clinea,,,,,130784580,129,,,,,,,,,,,,,,,,,,,,,,way,3,2021-08-22T10:16:48Z,,POINT (612731.7199446682 5357755.134865098),"SRID=3857;POLYGON((612582.1743524774 5357779.446837838,612668.3467703005 5357749.436199322,612670.3171252876 5357754.009679772,612721.457299358 5357732.564817644,612714.6890743177 5357715.81583347,612794.1823226932 5357684.857059937,612821.1884311596 5357766.613530515,612794.6053367582 5357776.90770769,612748.3298244355 5357800.494112027,612729.9621084547 5357811.553127657,612726.8340307632 5357807.514979347,612721.602014696 5357808.417444157,612716.3811305778 5357807.667939477,612712.6519276362 5357806.321890408,612706.6740709806 5357802.436704415,612685.6235552717 5357785.121643268,612679.1336289584 5357780.869362865,612672.187292733 5357779.003254811,612667.3448948835 5357778.9267749805,612663.4598446547 5357779.676277343,612633.3813182423 5357789.450405533,612630.3200322455 5357782.353071993,612597.6922894941 5357794.008609669,612582.1743524774 5357779.446837838))"
hospitals_point.11235706220,11235706220,hospital,Centre d'Oncologie et de Radiothérapie du Pays Basque,COPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,2,2024-02-22T22:41:13Z,oncology,POINT (-161923.48340434858 5388866.330762864),
hospitals_point.2060740021,2060740021,hospital,Clinique psychiatrique,,,,,,,no,,,590037511,,,,,,,,,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,node,3,2020-07-11T12:49:57Z,,POINT (381275.0779763305 6524210.015024753),
hospitals_point.191978673,191978673,hospital,Centre Hospitalier Avranches - Granville,,,Centre Hospitalier Jacques Monod,,Centre Hospitalier Avranches - Granville,public,yes,,,500000260,355,,,,,+33 2 33 91 50 00,,+33 2 33 91 50 01,,direction@ch-avranches-granville.fr,,,,,,,Q2945687,,,,,,way,4,2020-04-20T21:20:28Z,,POINT (-174781.38888363176 6245810.652219185),"SRID=3857;POLYGON((-175028.470270445 6245990.552248736,-174958.38351904156 6245890.089849206,-174894.19670065015 6245805.134863034,-174857.98447029508 6245838.8022327665,-174821.41601756949 6245798.337148159,-174848.81174425373 6245723.917745698,-174869.70641267562 6245698.4012230765,-174876.27426263242 6245665.10641944,-174875.06088018278 6245640.283359959,-174876.31879042872 6245589.87653992,-174939.80429602816 6245520.31190067,-174758.98804713265 6245380.507979532,-174622.84430989248 6245590.705096428,-174527.14294365747 6245857.639784799,-174623.95750480038 6245923.960476293,-174656.50732390833 6245894.401878582,-174721.29526755004 6245982.181745787,-174689.85864335002 6246009.254856917,-174762.4612152454 6246117.1084969165,-174812.66630559316 6246182.04455847,-174811.3304717036 6246231.4402656425,-174823.9541019596 6246227.838309441,-174852.09566923213 6246202.624658918,-175001.68680096013 6246130.061848625,-174956.95862955938 6246046.778568723,-175028.470270445 6245990.552248736))"
hospitals_point.45481752,45481752,hospital,Centre Hospitalier de Falaise,,,,,,public,yes,620,,140000233,355,86.10Z,26140100400013,,,+33 2 31 40 40 40,,+33 2 31 40 41 47,,,,,,Boulevard des Bercagnes,Falaise,14700,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,way,15,2026-01-23T12:42:37Z,,POINT (-22770.76816142527 6256312.63086328),"SRID=3857;POLYGON((-23100.25262493366 6256243.490114985,-23061.891928406294 6256229.827132234,-23091.146690586767 6256129.514086589,-23017.096965311084 6256113.379457899,-23059.49855935424 6255952.745923071,-22886.318827527146 6255937.813660362,-22891.394996307317 6256032.7744964445,-22846.922859735405 6256031.3185012555,-22854.537112905666 6256210.7971905265,-22859.847052616504 6256316.173490577,-22798.54340903665 6256326.077982105,-22778.372317304907 6256328.126604878,-22706.81614862299 6256329.24403569,-22701.673188148343 6256328.549874105,-22695.172129886018 6256327.550958762,-22663.735505685992 6256324.740451805,-22631.820207675562 6256392.836250378,-22610.201962563508 6256383.270298316,-22524.853308972306 6256293.92652108,-22506.496724940498 6256299.039594133,-22493.104990198066 6256300.224743954,-22476.20669149565 6256295.992066776,-22431.27814501148 6256283.751176283,-22428.47289384349 6256282.989295719,-22427.94969223676 6256284.529987602,-22427.493282324507 6256286.358501407,-22426.6361222454 6256294.248204394,-22420.84750872415 6256351.118620068,-22419.968084746884 6256359.905717479,-22418.955077380666 6256370.385909167,-22418.276028486827 6256376.802704989,-22378.80213705153 6256388.281839997,-22357.896336680555 6256394.664787581,-22360.267441834454 6256404.213821601,-22361.658935469368 6256409.445477789,-22363.40665147482 6256416.014681716,-22377.065552995155 6256468.940979792,-22378.056296463215 6256476.204403526,-22378.713081458896 6256476.187472459,-22384.42377133659 6256531.044300443,-22387.362605893537 6256554.189247774,-22402.234889863514 6256545.131049433,-22413.044012419545 6256535.734237107,-22428.851380112184 6256524.000934736,-22439.493523432022 6256526.489815696,-22442.154059261982 6256529.791393613,-22465.007950721843 6256520.5469786925,-22452.64035529471 6256490.341854539,-22557.21388494591 6256440.395276956,-22597.77870739098 6256443.544442296,-22610.279886207063 6256443.849200297,-22606.572947163648 6256462.795010728,-22608.075760289354 6256467.315599111,-22610.224226461665 6256471.734603565,-22532.400770448094 6256520.309942544,-22529.884949956162 6256536.750108206,-22444.792331193785 6256594.739618951,-22439.927669446115 6256598.058154798,-22477.27535860726 6256647.6501030885,-22503.14600826762 6256638.79498142,-22772.427856496546 6256483.874179409,-22829.356644088228 6256454.380288975,-22860.38138617231 6256440.496862918,-22937.759564222713 6256416.336369669,-22933.150937303875 6256396.713426952,-22984.502618406812 6256367.727765622,-22990.135384640955 6256338.06497197,-23029.453428789137 6256345.311352607,-23045.238532583622 6256339.267058048,-23067.1128125245 6256305.21930575,-23084.87940325511 6256274.47316873,-23100.25262493366 6256243.490114985))"
hospitals_point.219664235,219664235,hospital,Hôpital Nord Franche-Comté Site du Mittan,,,,,,,,,,250004009,,,,,,,,,,,,,,,,,,,,,Le ministère des solidarités et de la santé - 08/2018,,way,9,2023-11-02T19:20:30Z,,POINT (755465.4196322331 6028267.935398182),"SRID=3857;POLYGON((755049.1258364868 6028365.8031245265,755155.2801029072 6028361.12122937,755165.1541417406 6028333.079368139,755187.1063453251 6028270.714990413,755270.2842688459 6028199.300664598,755361.8445500233 6028085.009296974,755414.988474928 6028018.690333984,755487.3016161473 6028002.287884922,755571.18085246 6028003.062673274,755617.3561772411 6027996.897338103,755693.0311670824 6027962.097895016,755809.9055004662 6027920.210167486,755873.724964538 6027911.160071191,755901.4880455419 6027998.941459439,755880.7046966108 6028006.409100353,755886.8606644516 6028028.7296372475,755905.707054243 6028033.724565874,755906.4751587295 6028052.5833323095,755907.6328814336 6028066.809859029,755891.6585345048 6028087.152349253,755816.6180657612 6028113.314114885,755798.1501622385 6028226.435401287,755821.6274428468 6028234.134032854,755784.8808789359 6028331.265964604,755749.7484476416 6028320.0888130395,755524.1928953963 6028374.540470853,755439.0557488375 6028500.441665927,755426.8328687485 6028518.493643945,755438.0427414712 6028531.451525374,755417.1592049985 6028566.286231636,755374.6128956173 6028559.1807974335,755355.7887697241 6028596.603915568,755306.5855547935 6028598.499804716,755059.2447781999 6028618.348964776,755056.7623535553 6028556.361705667,755049.1258364868 6028365.8031245265))"
